Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
-22.jpg;True;repuesto_moto;0.85;Palanca de arranque metálica;Palanca de arranque;Arranque;Arranque manual;Metal cromado o acero pulido, forma tubular con extremo doblado para apoyo del pie, incluye un pequeño pivote para montaje;Motos utilitarias y estándar con arranque manual, generalmente 100-150cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias estándar', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Permite al conductor arrancar el motor manualmente mediante una palanca que se acciona con el pie, transmitiendo fuerza al motor para su encendido.;Palanca arranque manual moto 100-150cc;Arranque, Palanca de arranque, Moto utilitaria, 100cc, 125cc, 150cc, Manual;No se observan textos grabados visibles en la imagen;False
-228.jpg;True;repuesto_moto;0.85;Clip o grampa de sujeción para cables o mangueras;Clip de sujeción;Eléctrico;Sujeción de cables y mangueras;Plástico rígido color marrón oscuro, forma en C con extremos abiertos para sujetar cables o mangueras, varias unidades visibles;Motos y motocargueros varios modelos que requieren sujeción de cables o mangueras pequeñas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros comunes', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para sujetar y organizar cables o mangueras en la estructura de la moto o motocarguero, evitando que se muevan o se dañen por roce o vibración.;Clip sujeción cables/mangueras moto;Clip, Sujeción, Cables, Mangueras, Moto, Motocarguero, Organizador cables;No se observan textos grabados visibles en la imagen;False
-23 (2).jpg;True;repuesto_moto;0.85;Kit de herramientas básicas para motocicleta;Herramientas;Accesorios;Kit de herramientas de mantenimiento;Incluye alicates con mango rojo, tres llaves fijas de diferentes tamaños, un adaptador para destornillador, un destornillador plano y tres puntas de destornillador intercambiables, todas las piezas metálicas con acabado cromado o metálico, mango de alicates recubierto en plástico rojo.;Kit universal para mantenimiento básico de motos y motocargueros pequeños y medianos;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Este kit de herramientas permite realizar ajustes, reparaciones y mantenimiento básico en motocicletas o motocargueros, como apretar tuercas, ajustar tornillos y realizar pequeñas reparaciones mecánicas.;Kit herramientas básicas moto 100-200cc;Herramientas, Kit mantenimiento, Alicates, Llaves fijas, Destornilladores, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en las herramientas que permitan identificar marcas o códigos específicos.;False
-23.jpg;True;repuesto_moto;0.85;Llave de tubo en L para bujía;Herramienta;Mantenimiento;Herramienta para bujía;Dos llaves de tubo en forma de L, metálicas, con acabado cromado, diferentes tamaños, diseño para ajuste de bujías;Herramienta compatible con motos y motocargueros para extracción e instalación de bujías de diferentes tamaños;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite aflojar o apretar las bujías de la motocicleta o motocarguero para mantenimiento o reemplazo.;Llave de tubo para bujía moto 2 tamaños;Herramienta, Llave de tubo, Bujía, Mantenimiento moto, Llave para bujía, Moto utilitaria;No se observan textos grabados visibles en las piezas.;False
-238.jpg;True;repuesto_moto;0.85;Botón interruptor de claxon;Interruptor;Eléctrico;Control de manillar;Carcasa plástica translúcida en colores azul, verde y rojo, con símbolo de bocina impreso, diseño compacto para montaje en manillar;Interruptor de claxon para motos y motocargueros con manillar estándar;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-150', 'posicion': 'Delantero', 'lado': 'Izquierdo'}];Permite activar el claxon de la motocicleta o motocarguero para emitir una señal sonora de advertencia o comunicación.;Interruptor claxon moto colores;Interruptor, Claxon, Botón claxon, Eléctrico, Moto utilitaria, Motocarguero, Manillar;No se observan textos grabados visibles en las carcasas, solo símbolo de bocina impreso.;False
-248.jpg;True;repuesto_moto;0.85;Llave para tuerca de eje trasero;Herramienta de mantenimiento;Transmisión;Eje trasero;Metal negro, forma plana con orificio circular grande y extremo con orificio para agarre, diseño simple para ajuste manual;Motos utilitarias y motocicletas con tuerca de eje trasero cuadrada o rectangular;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'Trasero', 'lado': 'N/A'}];Esta herramienta se usa para aflojar o apretar la tuerca del eje trasero de la motocicleta, facilitando el mantenimiento o ajuste de la rueda trasera.;Llave para tuerca eje trasero moto;Herramienta, Llave, Eje trasero, Mantenimiento moto, Tuerca eje, Motocicleta;No se observan textos grabados visibles en la pieza.;False
-251.jpg;True;repuesto_moto;0.85;Kit de bandas de freno para freno de campana;Banda de freno;Frenos;Freno trasero de campana;Tres bandas metálicas con revestimiento de fricción, forma curva para ajustarse a campana, color negro con superficie de fricción marrón clara;Motos utilitarias y motocargueros con freno trasero de campana, generalmente 100-125cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-125cc', 'cilindraje': '100-125', 'posicion': 'Trasero', 'lado': 'N/A'}];Estas bandas se colocan dentro del tambor de freno para generar fricción y permitir que la moto o motocarguero reduzca su velocidad o se detenga al accionar el freno.;Kit bandas freno trasero campana moto 100-125cc;Frenos, Banda de freno, Freno de campana, Moto utilitaria, Motocarguero, 100cc, 125cc;No se observan textos grabados visibles en las bandas.;False
-28.jpg;True;repuesto_moto;0.75;Pinzas de punta larga para mantenimiento;Herramienta;Accesorios;Herramientas de mantenimiento;Pinzas metálicas con punta larga, mango recubierto en plástico verde y negro, diseño ergonómico;Herramienta universal para mantenimiento y reparación de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Todas las motos y motocargueros', 'cilindraje': 'N/A', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para sujetar, doblar o manipular piezas pequeñas durante el mantenimiento o reparación de motos y motocargueros;Pinzas punta larga para mantenimiento moto;Herramienta, Pinzas, Mantenimiento, Reparación, Moto, Motocarguero;Se observan textos en el empaque como 'FREE TOOLS', 'BEST', 'EXPERT QUALITY', y en el mango 'SHIN' pero no se usan para nombre comercial;False
-3 (2).jpg;True;repuesto_moto;0.85;Llave de bujía tipo T;Herramienta;Mantenimiento;Herramientas para motor;Tres llaves de bujía tipo T, hechas de metal, con mango transversal para mejor torque, diferentes tamaños de boca hexagonal para distintos diámetros de bujía, acabado metálico liso;Llaves para bujías de motos y motocargueros de diferentes cilindradas y marcas, compatibles con bujías estándar;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros varios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite aflojar o apretar las bujías del motor para mantenimiento o reemplazo, facilitando el acceso y manipulación de la bujía.;Juego llave bujía tipo T motos;Llave bujía, Herramienta moto, Mantenimiento motor, Llave tipo T, Bujía, Moto, Motocarguero;No se observan textos grabados visibles en las piezas;False
-3 (3).jpg;True;repuesto_moto;0.85;Palanca de arranque tipo patada;Palanca de arranque;Arranque;Arranque manual;Palanca metálica pintada de rojo con extremo de goma negra para mejor agarre, diseño simple con eje para montaje en motor;Motos utilitarias y deportivas con arranque manual tipo patada, común en cilindradas pequeñas y medianas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite arrancar el motor manualmente al accionar la palanca con el pie, transmitiendo fuerza para poner en marcha el motor.;Palanca arranque manual moto 100-200cc;Arranque, Palanca de arranque, Arranque manual, Moto utilitaria, 100cc, 125cc, 150cc, 200cc;No se observan textos grabados visibles en la imagen.;False
-3 (5).jpg;True;repuesto_moto;0.85;Cable de acelerador flexible;Cable;Motor;Control de acelerador;Cable metálico flexible con funda plástica negra en parte del cuerpo, extremos metálicos para conexión, forma alargada y curva;Motos utilitarias y deportivas de baja a media cilindrada con acelerador por cable;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Este cable transmite el movimiento giratorio del puño del acelerador hacia el carburador o cuerpo de inyección para controlar la cantidad de combustible y aire que entra al motor, regulando la velocidad.;Cable acelerador flexible moto 100-250cc;Cable, Acelerador, Control de motor, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
-3 (7).jpg;True;repuesto_moto;0.85;Llave de impacto neumática;Herramienta neumática;Accesorios;Herramientas de taller;Cuerpo plástico y metal, forma de pistola, gatillo, conexión para manguera neumática, tamaño compacto;Herramienta para desmontaje y montaje de tuercas y tornillos en motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Esta herramienta se usa para apretar o aflojar tuercas y tornillos con gran torque, facilitando el mantenimiento y reparación de motos y motocargueros.;Llave de impacto neumática para motos;Herramienta, Llave de impacto, Neumática, Motos, Motocarguero, Taller, Reparación;Texto visible en el cuerpo: 'saltramaq 1290112-B' y número '13923' escrito a mano o marcado.;False
-30.jpg;True;repuesto_moto;0.85;Calibrador o herramienta para ajuste de tornillos de carburador;Herramienta de ajuste;Motor;Carburador;Dos piezas metálicas con mango hexagonal para agarre, con varilla delgada y alargada para ajuste fino, acabado metálico, tamaño pequeño;Herramienta universal para ajuste de tornillos de mezcla y ralentí en carburadores de motos utilitarias y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros con carburador', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite ajustar con precisión los tornillos del carburador para regular la mezcla de aire y combustible o el ralentí del motor.;Herramienta ajuste carburador moto;Herramienta, Ajuste, Carburador, Tornillo mezcla, Tornillo ralentí, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en las piezas.;False
-31.jpg;True;repuesto_moto;0.85;Juego de dados con carraca y extensión;Herramienta de mano;Mantenimiento;Herramientas para mecánica;Conjunto de 12 piezas incluyendo dados metálicos cromados de diferentes tamaños, carraca con mango ergonómico de plástico negro y azul, y una extensión metálica. Presenta soporte plástico para organización.;Herramienta universal para mantenimiento y reparación de motos y motocargueros, compatible con tuercas y tornillos de tamaños estándar.;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros varios', 'cilindraje': 'N/A', 'posicion': 'N/A', 'lado': 'N/A'}];Permite apretar o aflojar tuercas y tornillos de diferentes tamaños en motos o motocargueros, facilitando tareas de mantenimiento y reparación.;Juego de dados con carraca para motos;Herramientas, Carraca, Dados, Mantenimiento moto, Reparación moto, Juego de llaves;Se observan textos en los dados como 'SATAGOOD' y números de tamaños, además de la marca 'SATAGOOD' en el empaque. No se usan directamente en el nombre comercial.;False
-33.jpg;True;repuesto_moto;0.85;Kit de herramientas para mantenimiento de motocicleta;Herramientas;Accesorios;Kit de herramientas básicas;Conjunto de varias herramientas pequeñas incluyendo llaves Allen, destornilladores y una llave en forma de L, en estuche plástico negro con tapa transparente;Kit universal para mantenimiento básico de motos y motocargueros pequeños;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios pequeños', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Permite realizar ajustes y reparaciones básicas en motocicletas o motocargueros, facilitando el mantenimiento preventivo y correctivo.;Kit herramientas básicas moto 100-150cc;Herramientas, Kit mantenimiento, Llaves Allen, Destornillador, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en las herramientas o estuche.;False
-4.jpg;True;repuesto_moto;0.85;Cable acelerador para motocicleta;Cable de acelerador;Motor;Control de aceleración;Cable flexible recubierto en plástico azul, con extremos metálicos y protectores plásticos negros, forma alargada y curva;Motos utilitarias y deportivas de 100 a 150cc con acelerador tipo cable;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Transmite el movimiento del puño del acelerador al carburador o cuerpo de inyección para controlar la velocidad del motor;Cable acelerador moto 100-150cc;Cable acelerador, Control de aceleración, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la imagen;False
-44.jpg;True;repuesto_moto;0.85;Acople rápido para sistema de frenos hidráulicos;Conector hidráulico;Frenos;Conexión de línea hidráulica;Cuerpo metálico con acabado mate, dos conectores rápidos cromados con sellos internos visibles, diseño compacto para conexión y desconexión rápida;Motos y motocargueros con frenos hidráulicos que usan acoples rápidos estándar;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros con frenos hidráulicos', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite conectar y desconectar rápidamente las líneas hidráulicas de freno sin pérdida de líquido ni aire, facilitando mantenimiento y reparación del sistema de frenos.;Acople rápido freno hidráulico moto;Frenos, Acople rápido, Conector hidráulico, Motos, Motocarguero, Línea de freno;Se observan números y letras grabados en los conectores metálicos, posiblemente códigos de fabricación o especificaciones técnicas, no usados en nombre comercial.;False
