Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
-248.jpg;True;repuesto_moto;0.9;-248;-248;General;;;;[];;-248;;;False
-251.jpg;True;repuesto_moto;0.95;Disco de freno;Frenos;Sistema de Frenado;Frenado delantero/trasero;Discos de metal redondos con perforaciones y soporte central;Motos de calle y deportivas;[];Permite la desaceleración y parada del vehículo;Disco de freno;frenos, disco de freno, motocicleta;No se observan códigos visibles;False
-256.jpg;True;repuesto_moto;0.9;-256;-256;General;;;;[];;-256;;;False
-26 (2).jpg;False;repuesto_moto;0.95;Grasa de litio;Lubricante;General;Mantenimiento;Envase de grasa de litio con contenido azul;Motocicletas que requieran mantenimiento de lubricación;[];Lubricar componentes de la moto para reducir fricción y desgaste;Grasa de litio;grasa, lubricante, mantenimiento;PYSTA, Grasa de Litio;False
-26.jpg;False;herramienta;0.95;Alicates combinados;Herramienta de mano;Herramientas en general;Uso general;Alicates con mango ergonómico y punta afilada;N/A;[];Para agarrar, apretar y cortar;Alicates combinados;alicates, herramienta, combinación;Radar;False
-27 (2).jpg;False;repuesto_moto;0.1;No aplica;No aplica;No aplica;No aplica;Es un producto de limpieza;No aplicable;[];Limpiar y dar brillo a superficies;No aplica;limpieza, brillo, protección;PYSA PRODUCTOS SHAMPOO AUTOBRILLANTE;False
-27.jpg;True;repuesto_moto;0.9;-27;-27;General;;;;[];;-27;;;False
-28.jpg;False;herramienta;0.95;Alicates de punta;Herramienta de mano;General;Mantenimiento;Alicates de punta con mangos bicolor;Usado en mantenimiento de todo tipo de motos;[];Sujetar, doblar o cortar alambres y cables;Alicates de punta;alicates, herramienta, mantenimiento;Expert Quality;False
-29.jpg;True;repuesto_moto;0.9;-29;-29;General;;;;[];;-29;;;False
-3 (2).jpg;False;herramienta;0.95;Llave de bujía en T;Herramienta;Herramientas manuales;Herramientas de mantenimiento;Conjunto de llaves de bujía en forma de T, de metal;Usable en varias motocicletas;[];Utilizada para extraer e instalar bujías;Llave de bujía en T;herramienta, llave_t, bujía;Ningún código visible;False
-3 (3).jpg;True;repuesto_moto;0.95;Llave de impacto manual;Llave;Suspensión/Ruedas;Eje/Ruedas;Llave roja con mango negro y una extensión para multiplicar el esfuerzo;Herramienta universal para varias marcas;[];Sirve para liberar o ajustar tuercas de ruedas;Llave de impacto manual;llave, herramienta, impacto, ajuste;No aplicable;False
-3 (4).jpg;True;repuesto_moto;0.9;-3 (4);-3;General;;;;[];;-3 (4);;;False
-3 (5).jpg;True;repuesto_moto;0.9;-3 (5);-3;General;;;;[];;-3 (5);;;False
-3 (6).jpg;False;repuesto_moto;0.2;No corresponde;No corresponde;No corresponde;No corresponde;Taladro eléctrico con cuerpo amarillo y mandril negro.;No aplica;[];Herramienta eléctrica para perforar;No corresponde;taladro, herramienta, eléctrico;Números y símbolos para ajuste de torque;False
-3 (7).jpg;False;herramienta_taller;0.95;Llave de impacto neumática;Herramienta;Servicio;Mantenimiento;Herramienta de mano, negro y metálico;No aplica;[];Utilizada para apretar o aflojar tuercas y tornillos;Llave de impacto neumática;herramienta, impacto, neumática;Safranday1280182-B, 3923;False
-3.jpg;False;protector_personal;0.95;Protectores de rodilla;Protección;Equipamiento personal;Protectores;Protectores de rodilla con correas ajustables y diseño gráfico verde;Motoresport, motocross;[];Reducir el riesgo de lesiones en las rodillas;Protectores de rodilla;protección, rodilla, motocross;Codigos visibles;False
-30.jpg;True;repuesto_moto;0.9;-30;-30;General;;;;[];;-30;;;False
-31.jpg;True;repuesto_moto;0.9;-31;-31;General;;;;[];;-31;;;False
-32.jpg;True;repuesto_moto;0.9;-32;-32;General;;;;[];;-32;;;False
-33.jpg;True;repuesto_moto;0.95;Set de reparación de roscas;Herramientas y accesorios;General;Mantenimiento;Estuche con brocas y herramientas para roscado;Universal para varias marcas;[];Reparar y rehacer roscas dañadas;Set de reparación de roscas;reparación, roscado;No hay códigos visibles;False
-35.jpg;False;herramienta_no_repuesto;0.95;Tijera de hojalatero;Herramienta de corte;No aplica;No aplica;Tijera para cortar metal con mangos azules y empaquetada en un envoltorio naranja;No aplica;[];Usada para cortar láminas de metal;Tijera de hojalatero;tijera, herramienta, corte;250mm, Cr-V, RADAR, RJ4944;False
-36.jpg;False;herramienta_garage;0.95;Bomba neumática de engrase;Lubricación;Mantenimiento;Engrase;Bomba de engrase de color rojo con manguera y accesorio de aplicador;No aplica a motocicletas específicas;[];Sirve para aplicar grasa a presión en partes mecánicas;Bomba neumática de engrase;engrase, mantenimiento, taller;STRONGEST;False
-4 (2).jpg;False;repuesto_moto;0.95;Alambre de soldadura;Alambre de soldadura;Sistema eléctrico;Conexiones y cableado;Carrete de alambre de soldadura con diámetro de 1.2 mm;Herramientas de reparación y mantenimiento de motos;[];Sirve para unir componentes metálicos mediante soldadura;Alambre de soldadura;soldadura, alambre, eléctrico;SUPER SOLDER WIRE, DIAM 1.2 mm;False
-4 (3).jpg;False;maquina_para_moto;0.95;Desmontadora de neumáticos;Equipo de taller;Mantenimiento;Cambio de neumáticos;Estructura robusta, palancas de control, soporte para neumáticos;No aplica;[];Utilizada para montar y desmontar neumáticos de motocicleta;Desmontadora de neumáticos;taller, herramienta, neumáticos;ST-1000IT;False
-4 (4).jpg;True;repuesto_moto;0.9;-4 (4);-4;General;;;;[];;-4 (4);;;False
-4.jpg;False;repuesto_moto;0.95;Cable de amarre con ganchos;Accesorio;Carga;Seguridad de Carga;Cable elástico con dos ganchos plásticos;Universal para asegurar carga;[];Utilizado para asegurar cargas ligeras;Cable de amarre con ganchos;elástico, amarre, gancho;No hay textos visibles;False
-44.jpg;True;repuesto_moto;0.95;Acoplador rápido hidráulico;Hidráulico;Sistema hidráulico;Conexiones hidráulicas;Acoplador metálico con dos conexiones rápidas;Motos con sistemas hidráulicos;[];Permitir la conexión y desconexión rápida en circuitos hidráulicos;Acoplador rápido hidráulico;acoplador, hidráulico, conexión rápida;Códigos visibles en la superficie;False
-5 (2).jpg;False;herramienta;0.95;Calibrador Digital;Herramienta de Medición;General;Medición;Calibrador con pantalla digital;Herramienta universal;[];Mide con precisión dimensiones exteriores e interiores;Calibrador Digital;medición, calibrador, herramienta;Ninguno visible;False
-5 (3).jpg;True;repuesto_moto;0.9;-5 (3);-5;General;;;;[];;-5 (3);;;False
-5 (4).jpg;True;repuesto_moto;0.9;-5 (4);-5;General;;;;[];;-5 (4);;;False
-5 (5).jpg;False;repuesto_moto;0.1;Desconocido;No identificado;No identificado;No identificado;Etiqueta de producto, fondo naranja, texto 'LIMPIA BRILLA';No aplicable;[];No identificado;Desconocido;limpieza, brillo, productos;PYSTA PRODUCTOS, DES, LIMPIA, BRILLA;False
-5.jpg;True;repuesto_moto;0.9;-5;-5;General;;;;[];;-5;;;False
-50.jpg;True;repuesto_moto;0.9;-50;-50;General;;;;[];;-50;;;False
-51.jpg;False;repuesto_moto;0.95;Limpiador/Protector de Llantas;Caretas y Llantas;Ruedas;Neumáticos;Botella de limpiador y protector de llantas de 200 ml;Cualquier motocicleta con neumáticos;[];Limpiar y proteger llantas de motocicletas;Limpiador/Protector de Llantas;limpieza, llantas, neumáticos;Guías de uso visibles en la etiqueta;False
-53.jpg;True;repuesto_moto;0.95;Sensor de visión nocturna;Sistema de iluminación;Eléctrico;Luces;Unidad con lentes ópticos y carcasa oscura;Equipos de motocross o motos con personalización avanzada;[];Proveer visión nocturna para el conductor;Sensor de visión nocturna;visión nocturna, sensor, iluminación;No se observan códigos visibles;False
-6 (2).jpg;True;repuesto_moto;0.95;Pasador de pistón;Pistón;Motor;Cilindro y Pistón;Estructura cilíndrica con inserto metálico;Motos de motor de cuatro tiempos;[];Conectar el pistón con la biela;Pasador de pistón;pasador, pistón, motor;No aplicable;False
-6 (3).jpg;True;repuesto_moto;0.9;-6 (3);-6;General;;;;[];;-6 (3);;;False
-6 (4).jpg;False;herramienta;0.95;Calibrador digital;Herramienta de medición;General de taller;Medición y ajuste;Calibrador digital electrónico con pantalla;Usado en talleres de motos;[];Para medir dimensiones con precisión;Calibrador digital;calibrador, digital, herramienta de medición;ELECTRONIC DIGITAL CALIPER;False
-6.jpg;False;repuesto_moto;0.4;Llavero de cuello;Accesorio;No aplica;No aplica;Lanyards de colores con logotipos de fabricantes de motos;No aplica;[];Sujetar llaves de motos;Llavero de cuello;accesorio, llavero, motos;Yamaha, Suzuki, Honda, Kawasaki;False
-60.jpg;False;otro;0.1;No identificable como repuesto de moto;N/A;N/A;N/A;Rollo de plástico transparente;N/A;[];No aplicable en este contexto;No identificable como repuesto de moto;plástico, embalaje;Ninguna;False
-61.jpg;True;repuesto_moto;0.9;-61;-61;General;;;;[];;-61;;;False
-63.jpg;False;repuesto_moto;0.2;No aplica;No aplica;No aplica;No aplica;Rollos de película de embalaje;No aplica;[];Embalaje de productos;No aplica;embalaje, película, rollo;No se observan códigos relevantes;False
-7 (2).jpg;False;herramientas_varias;0.95;No aplica;No aplica;No aplica;No aplica;Herramientas en fondo con logo ARM;No aplica;[];Herramientas para reparaciones generales;No aplica;herramientas, reparación, ARM;High Performance Quality;False
-7.jpg;True;repuesto_moto;0.95;Bombillo LED T10;Bombillo;Sistema eléctrico;Iluminación;Bombilla LED pequeña, usualmente de color blanco.;Compatible con muchos modelos de motos que utilizan bombillas T10;[];Proporciona iluminación para luces de posición o tablero.;Bombillo LED T10;LED, bombillo, T10, iluminación;No se observan códigos visibles;False
-70.jpg;True;repuesto_moto;0.95;Tornillos para carenado;Carenado;Chasis;Carrocería;Tornillos de plástico con forma espiral;Universal para carenados de moto;[];Sujetar los paneles del carenado;Tornillos para carenado;carenado, tornillo, accesorio;No se observan códigos visibles;False
-8 (2).jpg;True;repuesto_moto;0.95;Llave de encendido;Encendido;Sistema eléctrico;Interruptor de encendido;Llave con cabezal negro y base de metal;Motos universales con encendido por llave;[];Iniciar el sistema de encendido del motor;Llave de encendido;llave, encendido, eléctrico;No se observan códigos visibles;False
-8 (3).jpg;True;repuesto_moto;0.95;Inserto helicoidal de rosca;Rosca;Fijación;Rosca y Pernos;Inserto metálico helicoidal para reparaciones de rosca;General para múltiples modelos de moto que requieran reparación de roscas;[];Reparación de roscas dañadas;Inserto helicoidal de rosca;rosca, helicoidal, inserto;Ninguno;False
-8 (4).jpg;False;repuesto_moto;0.95;Kit de reparación de roscas;Herramienta;Mantenimiento;Reparación de roscas;Juego de herramientas con machos y extractores;Universal para motos;[];Reparar y restaurar roscas dañadas;Kit de reparación de roscas;herramienta, reparación, rosca;No se observan códigos visibles;False
-8 (5).jpg;False;herramienta;0.95;Taladro inalámbrico;Herramienta eléctrica;N/A;N/A;Taladro portátil con empuñadura ergonómica, color amarillo y negro;No aplicable;[];Perforar y atornillar materiales;Taladro inalámbrico;taladro, herramienta, inalámbrico;Codigos visibles en el cuerpo del taladro;False
-8 (6).jpg;False;herramienta_lubricacion;0.95;Aceitera manual;Aceitera;Herramientas;Lubricación;Recipiente de color rojo con boquilla metálica y una palanca;No aplicable;[];Sirve para aplicar aceite;Aceitera manual;herramienta, lubricación, aceite;ARM;False
-8.jpg;True;repuesto_moto;0.9;-8;-8;General;;;;[];;-8;;;False
-80.jpg;True;repuesto_moto;0.9;-80;-80;General;;;;[];;-80;;;False
-84.jpg;True;repuesto_moto;0.9;-84;-84;General;;;;[];;-84;;;False
-85.jpg;True;repuesto_moto;0.95;Manguera de vacío;Manguera;Motor;Admisión;Manguera de color azul, flexible y enrollada.;Motos que utilicen sistemas de vacío;[];Transportar aire o gases en el sistema de admisión;Manguera de vacío;manguera, admisión, motor, moto;HOSINTECH SPORT;False
-9 (2).jpg;False;repuesto_moto;0.3;Destornillador de precisión;Herramienta;Multisistema;No aplicable;Destornillador pequeño con mango transparente;Herramienta general para reparación de motocicletas;[];Para atornillar o desatornillar pequeños tornillos;Destornillador de precisión;herramienta, destornillador;No aplicable;False
-9 (3).jpg;True;repuesto_moto;0.9;-9 (3);-9;General;;;;[];;-9 (3);;;False
-9 (4).jpg;False;herramienta;0.95;Alicates;Herramienta manual;N/A;N/A;Alicates con mango ergonómico de color naranja y negro;Herramienta genérica, sin compatibilidad específica;[];Sujetar o manipular objetos;Alicates;alicates, herramienta, manual;RADAR, PLIERS;False
-9.jpg;False;repuesto_moto;0.95;Interruptor basculante;Interruptor;Sistema eléctrico;Control eléctrico;Interruptor con diseño redondo, color rojo y símbolo de encendido/apagado.;Universal para varias motos con necesidades de control eléctrico simple;[];Permite el control de encendido y apagado eléctrico;Interruptor basculante;interruptor, eléctrico, control;Símbolos de encendido/apagado;False
-94.jpg;True;repuesto_moto;0.9;-94;-94;General;;;;[];;-94;;;False
-96.jpg;False;repuesto_moto;0.95;Cinta adhesiva;Accesorios y Herramientas;Genérico;No aplica;Rollo de cinta adhesiva de color amarillo;No aplica;[];Para unir o asegurar temporalmente;Cinta adhesiva;cinta_adhesiva, accesorios;No aplica;False
-99.jpg;True;repuesto_moto;0.9;-99;-99;General;;;;[];;-99;;;False
.jpg;True;repuesto_moto;0.95;Fusible de vidrio;Fusible;Sistema eléctrico;Protección de circuitos;Fusible cilíndrico de vidrio con extremos metálicos;Universal para motos con fusibles de este tipo;[];Protege el circuito eléctrico de sobrecargas;Fusible de vidrio;fusible, eléctrico, protección;C10;False
abrazadera-de-escape.jpg;True;repuesto_moto;0.9;abrazadera-de-escape;abrazadera-de-escape;General;;;;[];;abrazadera-de-escape;;;False
abrazadera-de-manguera-tipo-tornillo.jpg;True;repuesto_moto;0.95;Abrazadera de manguera;Abrazadera;Sistema de combustible;Suministro de combustible;Abrazadera metálica circular con tornillo de ajuste;Universal para mangueras de combustible de diferentes motos;[];Asegura la conexión de mangueras a tubos o conductos;Abrazadera de manguera;abrazadera, manguera, combustible, repuesto;Ninguno visible;False
abrazadera-de-manillar.jpg;True;repuesto_moto;0.95;Abrazadera de manillar;Abrazadera;Chasis;Manillar;Conjunto de abrazaderas rojas con fijación;Motos tipo naked o deportivas;[];Fijar el manillar en su lugar, personalización;Abrazadera de manillar;abrazadera, manillar, personalización, moto;Boutique-RIGS;False
abrazadera-de-resorte.jpg;True;repuesto_moto;0.9;abrazadera-de-resorte;abrazadera-de-resorte;General;;;;[];;abrazadera-de-resorte;;;False
abrazadera-metalica.jpg;True;repuesto_moto;0.95;Abrazadera de sujeción;Abrazadera;Chasis;Montaje y sujeción;Pequeña abrazadera metálica con orificio para tornillo;Universal para varios modelos;[];Sujetar y asegurar componentes;Abrazadera de sujeción;abrazadera, sujeción, repuesto;Ninguno visible;False
aceite-para-horquilla-10w-y-aceite-para-transmision-80w90.jpg;False;repuesto_moto;0.95;Lubricante para suspensión y transmisión;Lubricante;Mantenimiento;Lubricación;Botellas de lubricante para barras de suspensión y transmisión;Motocicletas con sistema de suspensión y scooters;[];Facilitar el deslizamiento y protección de componentes internos;Lubricante para suspensión y transmisión;lubricante, suspensión, transmisión;10W, 80W90, Pysta;False
