codigo;descripcion;color;empaque;imagen;linea
DERECHA;"\""codigo\"": \""05261\"",\n \""descripcion\"": \""BOMBA FRENO";;;;763
YAMAHA;"\""05261\"",\n \""descripcion\"": \""BOMBA FRENO DERECHA";;;;763
FRENO;"{\n \""codigo\"": \""05262\"",\n \""descripcion\"": \""BOMBA";;;;763
YAMAHA;"\""05262\"",\n \""descripcion\"": \""BOMBA FRENO IZQUIERDA";;;;763
FRENO;"{\n \""codigo\"": \""02584\"",\n \""descripcion\"": \""BOMBA";;;;763
TRASERO;"\""codigo\"": \""02584\"",\n \""descripcion\"": \""BOMBA FRENO";;;;763
CON;"\""02584\"",\n \""descripcion\"": \""BOMBA FRENO TRASERO";;;;763
TANQUE;"\""descripcion\"": \""BOMBA FRENO TRASERO CON";;;;763
FRENO;"{\n \""codigo\"": \""01605\"",\n \""descripcion\"": \""BOMBA";;;;763
TRASERO;"\""codigo\"": \""01605\"",\n \""descripcion\"": \""BOMBA FRENO";;;;763
CON;"\""01605\"",\n \""descripcion\"": \""BOMBA FRENO TRASERO";;;;763
DEPOSITO;"{\n \""codigo\"": \""03359\"",\n \""descripcion\"": \""TANQUE";;;;763
LIQUIDO;"\""codigo\"": \""03359\"",\n \""descripcion\"": \""TANQUE DEPOSITO";;;;763
FRENO;"{\n \""codigo\"": \""05223\"",\n \""descripcion\"": \""MORDAZA";;;;763
FRENO;"{\n \""codigo\"": \""01830\"",\n \""descripcion\"": \""MORDAZA";;;;763
JSON;a estructurarlo en el formato;;;;13139
BOMBA;"\""codigo\"": \""02651\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""02651\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
BOMBA;"\""codigo\"": \""05313\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""05313\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
BOMBA;"\""codigo\"": \""05314\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""05314\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
BOMBA;"\""codigo\"": \""05316\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""05316\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
PULSAR;"\""descripcion\"": \""KIT REPARACION BOMBA FRENO";;;;859
BOMBA;"\""codigo\"": \""05368\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""05368\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
BOMBA;"\""codigo\"": \""05388\"",\n \""descripcion\"": \""KIT REPARACION";;;;831
FRENO;"\""05388\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;831
TORNILLO;"{\n \""codigo\"": \""02888\"",\n \""descripcion\"": \""KIT";;;;831
MANGUERA;"\""codigo\"": \""02888\"",\n \""descripcion\"": \""KIT TORNILLO";;;;831
FRENO;"\""02888\"",\n \""descripcion\"": \""KIT TORNILLO MANGUERA";;;;831
DISCO;"\""descripcion\"": \""KIT TORNILLO MANGUERA FRENO";;;;831
TORNILLO;"""```json\n{\n \""codigo\"": \""02888\"",\n \""descripcion\"": \""KIT";;;;791
BWS;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;10499
100;;;;;3707
125;/;;;;3707
DTK;/;;;;811
125;;;;;9383
KIT;"IMKBf2\"",\n  \""descripcion\"": \""";;;;811
BOMBA;REPARACION;;;;851
FRENO;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen_recortada\""],\n  \""variantes\"": []\n}\n```""";;;;811
AKT;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;823
150;/;;;;823
180TT;/;;;;823
TTR;/;;;;823
KIT;"\"",\n  \""descripcion\"": \""";;;;13543
FRENO;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": [\""";;;;823
IMKB1;"\""]\n}\n```""";;;;823
IMKB7;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;851
FRENO;"UNIVERSAL\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;851
BOMBA;"\""codigo\"": \""IMKBF4\"",\n \""descripcion\"": \""KIT REPARACION";;;;859
FRENO;"\""IMKBF4\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;859
BOMBA;"\""codigo\"": \""IMKBF5\"",\n \""descripcion\"": \""KIT REPARACION";;;;859
FRENO;"\""IMKBF5\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;859
BOMBA;"\""codigo\"": \""IMKBF6\"",\n \""descripcion\"": \""KIT REPARACION";;;;859
FRENO;"\""IMKBF6\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;859
BOMBA;"\""codigo\"": \""IMKBF3\"",\n \""descripcion\"": \""KIT REPARACION";;;;871
FRENO;"\""IMKBF3\"",\n \""descripcion\"": \""KIT REPARACION BOMBA";;;;871
BOMBA;"{\n \""codigo\"": \""01606\"",\n \""descripcion\"": \""LENTE";;;;903
FRENO;"\""01606\"",\n \""descripcion\"": \""LENTE BOMBA DE";;;;903
ENVIDRIO;"\""LENTE BOMBA DE FRENO UNIVERSAL";;;;903
CON;BOMBA DE FRENO UNIVERSAL ENVIDRIO;;;;903
ORING;DE FRENO UNIVERSAL ENVIDRIO CON;;;;903
LENTE;"{\n \""codigo\"": \""05389\"",\n \""descripcion\"": \""ORING";;;;903
BOMBA;"\""codigo\"": \""05389\"",\n \""descripcion\"": \""ORING LENTE";;;;903
FRENO;"\""05389\"",\n \""descripcion\"": \""ORING LENTE BOMBA";;;;903
AKT;"""raw"": ""```json\n{\n  \""codigo\"": \""XL/";;;;895
C90;/;;;;895
ECO;/;;;;5819
TORNILLO;"MANIGUETA\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen_recortada\""],\n  \""variantes\"": []\n}\n```""";;;;895
JSON;"""raw"": ""Aquí tienes el";;;;13911
ESPEJO;"{\n \""codigo\"": \""03916\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
10MM;"\""03916\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
10MM;ESPEJO UNIVERSAL 10MM R.DER A;;;;947
ESPEJO;"{\n \""codigo\"": \""02922\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
10MM;"\""02922\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
ESPEJO;"{\n \""codigo\"": \""03917\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
8MM;"\""03917\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
10MM;"\""ADAPTADOR ESPEJO UNIVERSAL 8MM R.IZQA";;;;947
ESPEJO;"{\n \""codigo\"": \""02924\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
8MM;"\""02924\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
8MM;ESPEJO UNIVERSAL 8MM R.DER A;;;;947
ESPEJO;"{\n \""codigo\"": \""05504\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
ESPEJO;"{\n \""codigo\"": \""02420\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
8MM;"\""02420\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
10MM;ESPEJO UNIVERSAL 8MM R.DER A;;;;947
ESPEJO;"{\n \""codigo\"": \""02421\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
10MM;"\""02421\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO UNIVERSAL";;;;947
8MM;ESPEJO UNIVERSAL 10MM R.DER A;;;;947
ESPEJO;"{\n \""codigo\"": \""02559\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
10MM;"\""codigo\"": \""02559\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO";;;;947
ESPEJO;"{\n \""codigo\"": \""03918\"",\n \""descripcion\"": \""ADAPTADOR";;;;947
8MM;"\""codigo\"": \""03918\"",\n \""descripcion\"": \""ADAPTADOR ESPEJO";;;;947
8MM;"\""ADAPTADOR ESPEJO 8MM R.IZQ A";;;;927
PARA;"{\n \""codigo\"": \""02793\"",\n \""descripcion\"": \""REPUESTO";;;;947
ESPEJO;"\""codigo\"": \""02793\"",\n \""descripcion\"": \""REPUESTO PARA";;;;947
KOSO;"\""02793\"",\n \""descripcion\"": \""REPUESTO PARA ESPEJO";;;;947
ESPEJO;"""```json\n{\n \""codigo\"": \""03916\"",\n \""descripcion\"": \""ADAPTADOR";;;;943
10MM;"\""ADAPTADOR ESPEJO 10MM R.IZQ. A";;;;947
8MM;"\""ADAPTADOR ESPEJO 8MM R.IZQ. A";;;;947
CALIDAD;"\""02645\"",\n \""descripcion\"": \""LLAVE DE COMBUSTIBLE";;;;975
AAA;"\""descripcion\"": \""LLAVE DE COMBUSTIBLE CALIDAD";;;;975
GASOLINA;"\""codigo\"": \""03360\"",\n \""descripcion\"": \""LLAVE DE";;;;975
AEREA;"\""03360\"",\n \""descripcion\"": \""LLAVE DE GASOLINA";;;;975
GRUESA;"\""codigo\"": \""01031\"",\n \""descripcion\"": \""BASE UNIVERSAL";;;;979
ESPEJO;"\""01031\"",\n \""descripcion\"": \""BASE UNIVERSAL GRUESA";;;;979
ESPEJO;"{\n \""codigo\"": \""04082\"",\n \""descripcion\"": \""SOPORTE";;;;979
BOTONERA;"{\n \""codigo\"": \""04423\"",\n \""descripcion\"": \""SOPORTE";;;;1003
BOTONERA;"{\n \""codigo\"": \""04867\"",\n \""descripcion\"": \""SOPORTE";;;;1003
ACERO;BOTONERA ESTACIONARIA EN L EN;;;;1003
BOTONERA;"{\n \""codigo\"": \""03849\"",\n \""descripcion\"": \""SOPORTE";;;;1003
REDONDO;"\""codigo\"": \""03849\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1003
BOTONERA;"{\n \""codigo\"": \""04865\"",\n \""descripcion\"": \""SOPORTE";;;;1003
REDON;"\""codigo\"": \""04865\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;991
ACERO;"\""SOPORTE BOTONERA REDON EN EN";;;;991
ACERO;"\""descripcion\"": \""SOPORTE BOTONERADOBLE REDO/ESTAC. EN";;;;1003
BOTONERA;"{\n \""codigo\"": \""03850\"",\n \""descripcion\"": \""SOPORTE";;;;1003
DOBLE;"\""codigo\"": \""03850\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1003
BOTONERA;"{\n \""codigo\"": \""03848\"",\n \""descripcion\"": \""SOPORTE";;;;1003
REDONDO;"\""codigo\"": \""03848\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1003
BOTONERA;"{\n \""codigo\"": \""04868\"",\n \""descripcion\"": \""SOPORTE";;;;1003
REDONDO;"\""codigo\"": \""04868\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1003
ACERO;"\""descripcion\"": \""SOPORTE BOTONERA REDONDO EN";;;;1003
BOTONERA;"{\n \""codigo\"": \""03852\"",\n \""descripcion\"": \""SOPORTE";;;;1003
CORTO;"\""03852\"",\n \""descripcion\"": \""SOPORTE BOTONERA ESTACIONARIA";;;;1003
REDONDO;"\""codigo\"": \""04865\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1003
ACERO;BOTONERA REDONDO EN L EN;;;;1003
CALIPER;"\""codigo\"": \""01560\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1051
PZS;"\""descripcion\"": \""KIT ANTIVIBRANTE CALIPER X3";;;;1071
CALIPER;"\""codigo\"": \""05380\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1051
CALIPER;"\""codigo\"": \""04948\"",\n \""descripcion\"": \""KIT REPARACION";;;;1051
PZS;"\""descripcion\"": \""KIT REPARACION CALIPER X7";;;;1051
CALIPER;"\""codigo\"": \""05488\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1051
CALIPER;"\""codigo\"": \""05489\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1051
TRASERO;"\""KIT ANTIVIBRANTE CALIPER X3 PZS";;;;1051
CAUCHO;"{\n \""codigo\"": \""04949\"",\n \""descripcion\"": \""SET";;;;1051
SILLIN;"\""codigo\"": \""04949\"",\n \""descripcion\"": \""SET CAUCHO";;;;1051
ECO;"\""04949\"",\n \""descripcion\"": \""SET CAUCHO SILLIN";;;;1051
DELUXE;"\""descripcion\"": \""SET CAUCHO SILLIN ECO";;;;1071
CON;"\""SET CAUCHO SILLIN ECO DELUXE";;;;1071
BARRAS;"{\n \""codigo\"": \""04973\"",\n \""descripcion\"": \""GUARDAPOLVO";;;;1051
BARRAS;"{\n \""codigo\"": \""04974\"",\n \""descripcion\"": \""GUARDAPOLVO";;;;1051
BARRAS;"{\n \""codigo\"": \""04975\"",\n \""descripcion\"": \""GUARDAPOLVO";;;;1051
MALETERO;"\""codigo\"": \""01722\"",\n \""descripcion\"": \""CAUCHO ANTI-RUIDO";;;;1051
BOLSA;"\""descripcion\"": \""CAUCHO ANTI-RUIDO MALETERO UNIVERSAL";;;;1051
CALIPER;"\""codigo\"": \""\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1043
AKT;"""raw"": ""```json\n[\n  {\n    \""codigo\"": \""";;;;1063
NKD;/SP/SL/;;;;1063
BARRAS;"\"",\n    \""descripcion\"": \""GUARDAPOLVO";;;;1063
4285;"\"",\n    \""precio\"": \""";;;;1063
UND;"\"",\n    \""empaque\"": \""";;;;1063
DTK;"\"",\n    \""fotos\"": [\""imagen1.jpg\""],\n    \""variantes\"": []\n  },\n  {\n    \""codigo\"": \""";;;;1063
175;/;;;;1063
BWS;;;;;10507
125;"/GN\"",\n    \""descripcion\"": \""GUARDAPOLVO";;;;1063
BARRAS;"\"",\n    \""precio\"": \""";;;;1063
4285;"\"",\n    \""empaque\"": \""";;;;1063
UND;"\"",\n    \""fotos\"": [\""imagen2.jpg\""],\n    \""variantes\"": []\n  },\n  {\n    \""codigo\"": \""RX";;;;1063
100;/;;;;1063
115;/;;;;3203
135;"\"",\n    \""descripcion\"": \""GUARDAPOLVO";;;;1063
UND;"\"",\n    \""fotos\"": [\""imagen3.jpg\""],\n    \""variantes\"": []\n  }\n]\n```""";;;;1063
PZS;"""raw"": ""```json\n[\n {\n \""codigo\"": \""X7";;;;1071
CALIPER;"\""N-MAX CM3B\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1071
CALIPER;"\""N-MAX CM3C\"",\n \""descripcion\"": \""KIT ANTIVIBRANTE";;;;1071
CAUCHO;"{\n \""codigo\"": \""\"",\n \""descripcion\"": \""SET";;;;1071
SILLIN;"\""codigo\"": \""\"",\n \""descripcion\"": \""SET CAUCHO";;;;1071
ECO;"\""\"",\n \""descripcion\"": \""SET CAUCHO SILLIN";;;;1071
APAGADO;"\""04049\"",\n \""descripcion\"": \""SWICHE ENCENDIDO Y";;;;1159
REDONDO;"\""descripcion\"": \""SWICHE ENCENDIDO Y APAGADO";;;;1159
APAGADO;"\""04050\"",\n \""descripcion\"": \""SWICHE ENCENDIDO Y";;;;1159
CORTO;"\""SWICHE ENCENDIDO Y APAGADO REDONDO";;;;1159
CON;ENCENDIDO Y APAGADO REDONDO CORTO;;;;1159
APAGADO;"\""04051\"",\n \""descripcion\"": \""SWITCH ENCENDIDO Y";;;;1159
REDONDO;"\""descripcion\"": \""SWITCH ENCENDIDO Y APAGADO";;;;1159
CORTO;"\""SWITCH ENCENDIDO Y APAGADO REDONDO";;;;1159
DOS;ENCENDIDO Y APAGADO REDONDO CORTO;;;;1159
CON;"\""codigo\"": \""02020\"",\n \""descripcion\"": \""SWITCH ESTACIONARIA";;;;1159
CON;"\""02019\"",\n \""descripcion\"": \""SWITCH INTERRUPTOR UNIVERSAL";;;;1159
BOTONERA;"{\n \""codigo\"": \""04866\"",\n \""descripcion\"": \""SOPORTE";;;;1127
CORTO;"\""04866\"",\n \""descripcion\"": \""SOPORTE BOTONERA ESTACIONARIA";;;;1127
ACERO;"\""SOPORTE BOTONERA ESTACIONARIA CORTO EN";;;;1127
BOTONERA;"{\n \""codigo\"": \""04758\"",\n \""descripcion\"": \""SOPORTE";;;;1127
DOBLE;"\""codigo\"": \""04758\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1127
BOTONERA;"{\n \""codigo\"": \""04759\"",\n \""descripcion\"": \""SOPORTE";;;;1127
DOBLE;"\""codigo\"": \""04759\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1127
BOTONERA;"{\n \""codigo\"": \""04869\"",\n \""descripcion\"": \""SOPORTE";;;;1127
DOBLE;"\""codigo\"": \""04869\"",\n \""descripcion\"": \""SOPORTE BOTONERA";;;;1127
ACERO;"\""SOPORTE BOTONERA DOBLE REDONDO/REDONDO EN";;;;1127
SWITCH;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""";;;;1115
CON;INTERRUPTOR UNIVERSAL;;;;1115
CABLE;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;1115
BOTONERA;"""```json\n{\n \""codigo\"": \""04869\"",\n \""descripcion\"": \""SOPORTE";;;;1119
CDI;"{\n \""codigo\"": \""03210\"",\n \""descripcion\"": \""PACHA";;;;1183
HEMBRA;"{\n \""codigo\"": \""03211\"",\n \""descripcion\"": \""PACHA";;;;1183
CDI;"\""codigo\"": \""03211\"",\n \""descripcion\"": \""PACHA HEMBRA";;;;1183
HEMBRA;"{\n \""codigo\"": \""03212\"",\n \""descripcion\"": \""PACHA";;;;1183
MACHO;"{\n \""codigo\"": \""03285\"",\n \""descripcion\"": \""PACHA";;;;1183
HEMBRA;"{\n \""codigo\"": \""03213\"",\n \""descripcion\"": \""PACHA";;;;1183
CDI4;"\""codigo\"": \""03213\"",\n \""descripcion\"": \""PACHA HEMBRA";;;;1183
CABLES;"\""PACHA HEMBRA CDI4 Y 2";;;;1183
HEMBRA;"{\n \""codigo\"": \""03214\"",\n \""descripcion\"": \""PACHA";;;;1183
TERMINAL;"\""codigo\"": \""03214\"",\n \""descripcion\"": \""PACHA HEMBRA";;;;1183
PLANO;"\""03214\"",\n \""descripcion\"": \""PACHA HEMBRA TERMINAL";;;;1183
STARTE;"{\n \""codigo\"": \""01179\"",\n \""descripcion\"": \""BOTON";;;;1231
GRANDE;"\""codigo\"": \""01179\"",\n \""descripcion\"": \""BOTON STARTE";;;;1231
PITO;"{\n \""codigo\"": \""01186\"",\n \""descripcion\"": \""BOTON";;;;1231
STARTE;"{\n \""codigo\"": \""01185\"",\n \""descripcion\"": \""BOTON";;;;1231
CAMBIO;"{\n \""codigo\"": \""01182\"",\n \""descripcion\"": \""BOTON";;;;1231
LUZ;"\""codigo\"": \""01182\"",\n \""descripcion\"": \""BOTON CAMBIO";;;;1231
GRANDE;"\""01182\"",\n \""descripcion\"": \""BOTON CAMBIO LUZ";;;;1231
PITO;"{\n \""codigo\"": \""01181\"",\n \""descripcion\"": \""BOTON";;;;1231
GRANDE;"\""codigo\"": \""01181\"",\n \""descripcion\"": \""BOTON PITO";;;;1231
CAMBIO;"{\n \""codigo\"": \""01183\"",\n \""descripcion\"": \""BOTON";;;;1231
LUZ;"\""codigo\"": \""01183\"",\n \""descripcion\"": \""BOTON CAMBIO";;;;1231
LUZ;"\""codigo\"": \""02491\"",\n \""descripcion\"": \""BOTON ENCENDIDO";;;;1231
CAMBIO;"{\n \""codigo\"": \""01607\"",\n \""descripcion\"": \""BOTON";;;;1231
LUZ;"\""codigo\"": \""01607\"",\n \""descripcion\"": \""BOTON CAMBIO";;;;1231
LUZ;"\""codigo\"": \""01906\"",\n \""descripcion\"": \""BOTON ENCENDIDO";;;;1231
ACURO;"\""01906\"",\n \""descripcion\"": \""BOTON ENCENDIDO LUZ";;;;1231
1906;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;1215
BOTON;"\"",\n  \""descripcion\"": \""";;;;1215
LUZ;ENCENDIDO;;;;1215
ACURO;/;;;;1215
JIALING;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;1215
PARA;"{\n \""codigo\"": \""02857\"",\n \""descripcion\"": \""SOQUET";;;;1275
BOTONES;"\""codigo\"": \""02857\"",\n \""descripcion\"": \""SOQUET PARA";;;;1275
CAMBIO;"{\n \""codigo\"": \""02185\"",\n \""descripcion\"": \""BOTON";;;;1275
CAMBIO;"{\n \""codigo\"": \""00162\"",\n \""descripcion\"": \""BOTON";;;;1275
LUZ;"\""codigo\"": \""00162\"",\n \""descripcion\"": \""BOTON CAMBIO";;;;1275
GRANDE;"\""00162\"",\n \""descripcion\"": \""BOTON CAMBIO LUZ";;;;1275
CAMBIO;"{\n \""codigo\"": \""00112\"",\n \""descripcion\"": \""BOTON";;;;1275
LUZ;"\""codigo\"": \""00112\"",\n \""descripcion\"": \""BOTON CAMBIO";;;;1275
BIZ100;"\""descripcion\"": \""BOTON CAMBIO LUZ PEQUEÑO";;;;1275
LUZ;"\""codigo\"": \""00300\"",\n \""descripcion\"": \""BOTON ENCENDIDO";;;;1275
LUZ;"\""codigo\"": \""00255\"",\n \""descripcion\"": \""BOTON ENCENDIDO";;;;1275
PITO;"{\n \""codigo\"": \""00121\"",\n \""descripcion\"": \""BOTON";;;;1275
GRANDE;"\""codigo\"": \""00121\"",\n \""descripcion\"": \""BOTON PITO";;;;1275
PITO;"{\n \""codigo\"": \""00355\"",\n \""descripcion\"": \""BOTON";;;;1275
PITO;"""```json\n{\n \""codigo\"": \""00186\"",\n \""descripcion\"": \""BOTON";;;;1267
GRANDE;"\""codigo\"": \""00186\"",\n \""descripcion\"": \""BOTON PITO";;;;1267
PITO;"""```json\n{\n \""codigo\"": \""00355\"",\n \""descripcion\"": \""BOTON";;;;1299
STARTE;"{\n \""codigo\"": \""00122\"",\n \""descripcion\"": \""BOTON";;;;1339
GRANDE;"\""codigo\"": \""00122\"",\n \""descripcion\"": \""BOTON STARTE";;;;1339
STARTE;"{\n \""codigo\"": \""00145\"",\n \""descripcion\"": \""BOTON";;;;1339
JIALING;"\""00122\"",\n \""descripcion\"": \""BOTON STARTE GRANDE";;;;1339
AZUL;"\""descripcion\"": \""BOTON STARTE GRANDE JIALING";;;;1339
100;"\""BOTON STARTE GRANDE JIALING AZUL";azul;;;1339
VERDE;STARTE GRANDE JIALING AZUL 00100;azul;;;1339
101;GRANDE JIALING AZUL 00100 VERDE;azul;;;1339
ROJO;JIALING AZUL 00100 VERDE 00101;azul;;;1339
AZUL;"\""descripcion\"": \""BOTON STARTE PEQUEÑO BIZ100/AKT";;;;1339
149;"\""BOTON STARTE PEQUEÑO BIZ100/AKT AZUL";azul;;;1339
VERDE;STARTE PEQUEÑO BIZ100/AKT AZUL 00149;azul;;;1339
631;PEQUEÑO BIZ100/AKT AZUL 00149 VERDE;azul;;;1339
ROJO;BIZ100/AKT AZUL 00149 VERDE 00631;azul;;;1339
CLUTCH;"{\n \""codigo\"": \""03560\"",\n \""descripcion\"": \""DADOS";;;;1387
TIPO;"\""03560\"",\n \""descripcion\"": \""DADOS CLUTCH AGILITY-125";;;;1387
CLUTCH;"{\n \""codigo\"": \""03364\"",\n \""descripcion\"": \""DADOS";;;;1387
TIPO;"\""descripcion\"": \""DADOS CLUTCH YM BWS-125";;;;1387
CLUTCH;"{\n \""codigo\"": \""05146\"",\n \""descripcion\"": \""DADOS";;;;1387
CLUTCH;"{\n \""codigo\"": \""05147\"",\n \""descripcion\"": \""DADOS";;;;1387
CLUTCH;"\""codigo\"": \""03363\"",\n \""descripcion\"": \""DADOS DE";;;;1387
KOSO;"\""03363\"",\n \""descripcion\"": \""DADOS DE CLUTCH";;;;1387
POWER;"\""DADOS DE CLUTCH KOSO X";;;;1447
CLUTCH;"{\n \""codigo\"": \""03295\"",\n \""descripcion\"": \""RESORTE";;;;1395
AGILITY;"\""codigo\"": \""03295\"",\n \""descripcion\"": \""RESORTE CLUTCH";;;;1395
3295;"\""03295\"",\n \""descripcion\"": \""RESORTE CLUTCH AGILITY";;;;1395
CLUTCH;"{\n \""codigo\"": \""03183\"",\n \""descripcion\"": \""CORREDERAS";;;;1395
KOSO;"\""codigo\"": \""03183\"",\n \""descripcion\"": \""CORREDERAS CLUTCH";;;;1395
3131;"\""descripcion\"": \""CORREDERAS CLUTCH KOSO BWS-125";;;;1395
3183;CLUTCH KOSO BWS-125 03131 AGILITY-125;;;;1395
155;BWS-125 03131 AGILITY-125 03183 N-MAX;;;;1395
B95;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;1371
125;"FI\"",\n  \""descripcion\"": \""X-Power\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""X5\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;1431
125;"\"",\n  \""descripcion\"": \""\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [\""imagen1\""],\n  \""variantes\"": []\n}\n```""";;;;1391
CLUTCH;"\""codigo\"": \""03215\"",\n \""descripcion\"": \""DADOS DE";;;;1447
T123;"\""03215\"",\n \""descripcion\"": \""DADOS DE CLUTCH";;;;1447
CLUTCH;"{\n \""codigo\"": \""03671\"",\n \""descripcion\"": \""DADOS";;;;1447
KOSO;"\""codigo\"": \""03671\"",\n \""descripcion\"": \""DADOS CLUTCH";;;;1447
CLUTCH;"\""codigo\"": \""03361\"",\n \""descripcion\"": \""DADOS DE";;;;1447
KOSO;"\""03361\"",\n \""descripcion\"": \""DADOS DE CLUTCH";;;;1447
CLUTCH;"{\n \""codigo\"": \""04060\"",\n \""descripcion\"": \""DADOS";;;;1447
100;"""raw"": ""```json\n{\n \""codigo\"": \""BWS";;;;1439
ROLLER;"\""BWS 100 15g\"",\n \""descripcion\"": \""WEIGHT";;;;1439
COMPLETO;"{\n \""codigo\"": \""03218\"",\n \""descripcion\"": \""VARIADOR";;;;1479
MARCA;"\""codigo\"": \""03218\"",\n \""descripcion\"": \""VARIADOR COMPLETO";;;;1519
DLH;"\""03218\"",\n \""descripcion\"": \""VARIADOR COMPLETO MARCA";;;;1519
COMPLETO;"{\n \""codigo\"": \""03223\"",\n \""descripcion\"": \""AUTOMATICO";;;;1479
BWS125;"\""codigo\"": \""03223\"",\n \""descripcion\"": \""AUTOMATICO COMPLETO";;;;1479
TIPO;"\""03223\"",\n \""descripcion\"": \""AUTOMATICO COMPLETO BWS125";;;;1479
COMPLETO;"{\n \""codigo\"": \""03222\"",\n \""descripcion\"": \""AUTOMATICO";;;;1479
TIPO;"\""03222\"",\n \""descripcion\"": \""AUTOMATICO COMPLETO BWS-100";;;;1479
COMPLETO;"{\n \""codigo\"": \""04456\"",\n \""descripcion\"": \""AUTOMATICO";;;;1479
TIPO;"\""04456\"",\n \""descripcion\"": \""AUTOMATICO COMPLETO AGILITY-125";;;;1479
COMPLETO;"""```json\n{\n \""codigo\"": \""\"",\n \""descripcion\"": \""AUTOMATICO";;;;1499
TIPO;"\""\"",\n \""descripcion\"": \""AUTOMATICO COMPLETO AGILITY-125";;;;1499
COMPLETO;"""```json\n{\n \""codigo\"": \""03218\"",\n \""descripcion\"": \""VARIADOR";;;;1519
CON;"{\n \""codigo\"": \""05399\"",\n \""descripcion\"": \""PORTAPLACA";;;;1547
TRAGALUZ;"\""codigo\"": \""05399\"",\n \""descripcion\"": \""PORTAPLACA CON";;;;1547
